step,agent_id,x,y,elevation
21,30,71.3925,89.4373,1428
21,31,73.0655,90.3983,1421
21,32,78.2079,99.6128,807
21,33,79.1276,106.925,801
21,34,80.4087,110.33,1239
21,35,73.1509,111.738,1297
21,36,73.615,125.926,2077
21,37,79.9064,124.415,1842
21,38,82.0122,43.1499,1386
21,39,76.5335,45.2459,1943
21,40,76.9399,57.6451,1247
21,41,81.6654,53.5298,1092
21,42,77.1216,64.0132,506
21,43,76.0469,67.5963,541
21,44,75.9222,62.6246,577
21,45,69.8665,75.2318,809
21,46,83.853,72.9239,631
21,47,68.8127,86.5196,1287
21,48,75.6711,89.1926,1280
21,49,73.6913,97.6576,1368
21,50,79.1323,98.4264,718
21,51,79.5537,108.068,1051
21,52,78.9039,108.289,1143
21,53,82.9238,122.598,1764
21,54,80.4253,119.644,1697
21,55,76.618,5.09085,392
21,56,77.3265,6.85755,508
21,57,74.7037,14.1511,1333
21,58,71.125,15.0976,1050
21,59,72.6991,23.5616,1873
21,60,76.3056,25.0627,1844
21,61,77.1922,35.8658,1447
21,62,76.2024,35.983,1493
21,63,73.9342,33.5105,1403
21,64,80.0953,45.9694,1546
21,65,73.4771,48.0583,1891
21,66,76.167,55.4911,1503
21,67,77.0776,54.5586,1400
21,68,71.4895,69.0984,330
21,69,77.1147,65.9949,606
21,70,78.9892,78.5743,388
21,71,77.833,79.3909,569
21,72,72.5213,109.703,1154
21,73,75.3551,109.524,1173
21,74,78.0722,119.932,1424
21,75,75.0612,121.399,1654
21,76,82.9252,2.27664,240
21,77,82.1906,7.20691,856
21,78,79.5394,16.2553,1535
21,79,77.9028,17.6437,1606
21,80,79.9298,24.1523,1738
21,81,76.7274,29.4286,1254
21,82,79.056,35.9442,1352
21,83,81.5102,38.7604,1561
21,84,71.964,40.1474,1788
21,85,80.4283,48.1906,1807
21,86,82.3194,47.5737,1549
21,87,73.1884,59.6154,1138
21,88,75.2093,59.6656,910
21,89,74.4674,69.5756,315
21,90,77.8606,71.1279,327
21,91,80.9155,82.2835,466
21,92,73.4431,89.4494,1383
21,93,76.5514,91.272,1209
21,94,79.1605,105.618,741
21,95,74.0649,115.136,1737
21,96,83.24,111.969,1318
21,97,76.2558,122.864,1778
21,98,76.5577,8.31659,704
21,99,74.1576,8.15656,544
22,0,80.6306,114.72,1291
22,1,78.6451,12.551,1233
22,2,80.0951,9.99548,881
22,3,80.3333,20.4275,1705
22,4,76.245,31.7029,1031
22,5,75.6821,30.8743,1142
22,6,77.4853,43.9853,1759
22,7,82.159,91.0736,947
22,8,75.5013,89.8729,1280
22,9,80.0764,101.078,709
22,10,73.963,112.002,1429
22,11,73.8335,108.653,1136
22,12,74.6097,121.643,1614
22,13,79.7424,118.363,1487
22,14,79.373,6.8782,687
22,15,79.0946,9.33957,706
22,16,79.0531,20.5986,1780
22,17,80.1417,18.3742,1581
22,18,77.2552,29.3377,1210
22,19,73.3485,27.9295,1657
22,20,75.0392,40.8884,2047
22,21,77.0844,39.3562,2007
22,22,77.8,49.1277,1730
22,23,69.9584,49.5931,2014
22,24,73.0283,57.4867,1330
22,25,78.3005,56.3506,1346
22,26,71.1642,70.5723,330
22,27,76.9498,73.2117,309
22,28,74.9403,81.8546,842
22,29,82.9855,83.5314,355
22,30,71.8277,89.3665,1428
22,31,74.0747,90.4553,1343
22,32,78.8604,99.5726,807
22,33,80.3463,107.198,792
22,34,81.4362,110.169,1178
22,35,73.9276,111.603,1297
22,36,74.2926,126,1910
22,37,81.1309,124.407,1726
22,38,83.5037,43.0865,1331
22,39,77.3227,45.2907,1820
22,40,77.9232,57.8404,1220
22,41,83.0015,53.3727,1164
22,42,78.0581,63.8822,503
22,43,77.2137,67.7136,637
22,44,76.7371,62.519,513
22,45,70.7267,75.2034,761
22,46,85.0313,72.7858,690
22,47,69.3263,86.4869,1176
22,48,76.5057,89.308,1197
22,49,74.5308,97.6014,1283
22,50,80.1939,98.4971,659
22,51,80.7412,108.033,989
22,52,80.1613,108.162,989
22,53,84.288,122.859,1659
22,54,81.8613,119.765,1666
22,55,77.4636,5.23022,427
22,56,78.4865,7.11389,648
22,57,75.9516,14.1482,1306
22,58,71.7289,15.1981,1050
22,59,73.5497,23.5623,1904
22,60,77.1651,25.1109,1811
22,61,78.1856,35.8505,1394
22,62,77.1466,35.8941,1447
22,63,74.5145,33.357,1370
22,64,81.237,45.8905,1479
22,65,73.8937,48.1319,1891
22,66,77.3233,55.3575,1416
22,67,77.9391,54.3849,1400
22,68,72.2358,69.0746,312
22,69,78.2667,65.7861,685
22,70,79.7945,78.5266,330
22,71,78.8083,79.3136,454
22,72,73.0245,109.689,1092
22,73,76.3531,109.544,1272
22,74,79.1486,119.869,1611
22,75,76.248,121.378,1700
22,76,84.3009,2.05721,340
22,77,83.3401,7.27628,778
22,78,80.5918,16.2951,1602
22,79,79.0522,17.6346,1624
22,80,80.905,23.8443,1786
22,81,77.9124,29.659,1210
22,82,80.1011,35.8277,1299
22,83,82.5584,38.98,1505
22,84,72.5929,40.3217,1847
22,85,81.5287,48.2256,1762
22,86,83.5143,47.5645,1510
22,87,74.0618,59.6799,1018
22,88,76.1394,59.8002,882
22,89,75.2215,69.5529,323
22,90,78.5356,71.1393,364
22,91,82.4331,82.3589,316
22,92,74.1265,89.3762,1349
22,93,77.4457,91.3229,1271
22,94,80.1245,105.801,733
22,95,74.9727,115.343,1737
22,96,84.8672,111.86,1401
22,97,77.3429,122.927,1717
22,98,77.6077,8.29711,528
22,99,74.9691,8.15594,544
23,0,81.8683,114.678,1321
23,1,79.4863,12.6009,1305
23,2,80.8566,9.93735,881
23,3,81.4579,20.3766,1634
23,4,76.8592,31.6975,1031
23,5,76.3787,30.7416,1122
23,6,78.4259,43.9851,1687
23,7,83.3113,91.2399,775
23,8,76.2532,89.9533,1197
23,9,81.1743,101.116,743
23,10,74.6672,112.041,1464
23,11,74.5899,108.526,1057
23,12,75.1667,121.539,1654
23,13,80.7023,118.235,1565
23,14,80.3223,7.00586,872
23,15,80.2549,9.65989,881
23,16,80.2858,20.8105,1705
23,17,81.1897,18.5256,1505
23,18,78.3186,29.3933,1245
23,19,73.9662,27.9424,1657
23,20,75.9063,41.0566,1956
23,21,78.1158,39.4508,1848
23,22,78.9365,49.2241,1682
23,23,70.6005,49.578,2029
23,24,73.7383,57.3433,1330
23,25,79.4672,55.9139,1223
23,26,71.5211,70.575,330
23,27,77.8415,73.3478,317
23,28,75.9107,81.8383,761
23,29,83.9583,83.682,330
23,30,72.3464,89.2776,1411
23,31,75.0618,90.5316,1263
23,32,79.5255,99.5368,706
23,33,81.495,107.502,816
23,34,82.4461,110.058,1227
23,35,74.6384,111.463,1361
23,36,75.0087,126,1856
23,37,82.372,124.378,1664
23,38,85.0378,43.0392,1199
23,39,78.0679,45.3349,1714
23,40,78.8584,58.0205,1004
23,41,84.4112,53.1811,1261
23,42,78.9243,63.778,503
23,43,78.4373,67.868,740
23,44,77.5685,62.4175,435
23,45,71.6615,75.1445,714
23,46,86.166,72.6491,712
23,47,69.7993,86.4512,1176
23,48,77.4175,89.393,1129
23,49,75.3934,97.5522,1178
23,50,81.2068,98.61,730
23,51,81.9205,108.007,892
23,52,81.485,108.084,892
23,53,85.6642,123.191,1501
23,54,83.3642,119.892,1668
23,55,78.2197,5.36537,469
23,56,79.6155,7.35022,787
23,57,77.2743,14.135,1311
23,58,72.3366,15.3168,1213
23,59,74.4234,23.6035,1949
23,60,78.058,25.1211,1753
23,61,79.1742,35.859,1352
23,62,78.119,35.8184,1394
23,63,75.1565,33.1527,1345
23,64,82.4155,45.786,1422
23,65,74.2762,48.1852,1870
23,66,78.4337,55.2114,1330
23,67,78.8366,54.2462,1312
23,68,72.9691,69.0677,312
23,69,79.462,65.5868,794
23,70,80.5994,78.5092,330
23,71,79.7152,79.2602,392
23,72,73.5833,109.699,1092
23,73,77.4201,109.602,1319
23,74,80.1412,119.795,1697
23,75,77.5103,121.394,1701
23,76,85.7513,1.83883,327
23,77,84.4945,7.32334,710
23,78,81.5722,16.3012,1598
23,79,80.2418,17.6539,1610
23,80,81.9549,23.5418,1706
23,81,79.143,29.9029,1237
23,82,81.1433,35.6714,1243
23,83,83.5793,39.1876,1536
23,84,73.2577,40.5019,1902
23,85,82.6489,48.3071,1746
23,86,84.6321,47.6021,1490
23,87,74.968,59.747,1018
23,88,77.0141,59.914,858
23,89,75.9224,69.5512,323
23,90,79.1117,71.1639,415
23,91,83.8985,82.3601,330
23,92,74.8316,89.313,1349
23,93,78.391,91.3298,1264
23,94,81.1553,106.05,804
23,95,75.9669,115.526,1505
23,96,86.5049,111.808,1561
23,97,78.4121,123.025,1637
23,98,78.5685,8.25285,559
23,99,75.769,8.13491,639
24,0,83.1604,114.658,1251
24,1,80.3251,12.6537,1288
24,2,81.6717,9.8718,983
24,3,82.5991,20.2694,1576
24,4,77.3885,31.6718,987
24,5,77.0333,30.6417,1077
24,6,79.4649,43.9556,1607
24,7,84.444,91.4054,668
24,8,77.0177,90.0238,1163
24,9,82.2547,101.197,832
24,10,75.4509,112.054,1510
24,11,75.2632,108.389,1019
24,12,75.6251,121.444,1654
24,13,81.5613,118.078,1568
24,14,81.3654,7.12185,906
24,15,81.4386,10.0209,1024
24,16,81.473,20.955,1634
24,17,82.1784,18.6348,1392
24,18,79.3662,29.4762,1237
24,19,74.6548,27.9596,1570
24,20,76.8517,41.2252,1881
24,21,79.137,39.5661,1740
24,22,80.161,49.3153,1587
24,23,71.1627,49.5842,2037
24,24,74.4817,57.1611,1270
24,25,80.5665,55.5164,1078
24,26,71.964,70.5719,330
24,27,78.8013,73.5213,316
24,28,76.963,81.8256,704
24,29,84.9894,83.8719,322
24,30,72.9046,89.1734,1411
24,31,76.0635,90.6045,1184
24,32,80.2706,99.477,680
24,33,82.5723,107.742,903
24,34,83.3606,109.92,1180
24,35,75.2757,111.307,1421
24,36,75.7204,126,1856
24,37,83.6125,124.338,1594
24,38,86.51,42.9729,983
24,39,78.859,45.4194,1714
24,40,79.8617,58.2064,952
24,41,85.7809,52.9997,1549
24,42,79.7871,63.6414,587
24,43,79.7497,68.0048,726
24,44,78.4943,62.3331,435
24,45,72.6461,75.1203,680
24,46,87.2826,72.4809,723
24,47,70.3253,86.4202,1151
24,48,78.3939,89.4902,1083
24,49,76.3363,97.5438,1069
24,50,82.2338,98.7208,826
24,51,83.0079,108.024,1071
24,52,82.8611,108.016,996
24,53,86.9799,123.578,1360
24,54,84.8252,120.08,1704
24,55,78.9371,5.52375,469
24,56,80.6852,7.54624,872
24,57,78.5498,14.0972,1325
24,58,73.0082,15.4658,1352
24,59,75.2276,23.6607,2007
24,60,78.895,25.1515,1753
24,61,80.1649,35.8967,1299
24,62,79.136,35.7108,1352
24,63,75.7569,32.9312,1186
24,64,83.5204,45.7143,1366
24,65,74.7538,48.2482,1870
24,66,79.6182,55.0076,1223
24,67,79.7544,54.1296,1229
24,68,73.6616,69.0566,315
24,69,80.5771,65.3683,923
24,70,81.4331,78.4719,316
24,71,80.6352,79.1665,330
24,72,74.1235,109.708,1090
24,73,78.5776,109.672,1234
24,74,81.1548,119.705,1666
24,75,78.743,121.411,1697
24,76,87.268,1.6379,504
24,77,85.6663,7.31335,627
24,78,82.6134,16.262,1479
24,79,81.3486,17.704,1490
24,80,83.0623,23.1835,1526
24,81,80.304,30.1178,1071
24,82,82.1224,35.5633,1221
24,83,84.5165,39.4144,1511
24,84,73.8936,40.6884,1902
24,85,83.8562,48.3729,1658
24,86,85.6829,47.6884,1450
24,87,75.9661,59.8558,910
24,88,77.9368,60.0168,681
24,89,76.6395,69.5457,373
24,90,79.7231,71.1626,415
24,91,85.4376,82.3581,330
24,92,75.6192,89.2233,1280
24,93,79.2906,91.3736,1246
24,94,82.2708,106.294,823
24,95,76.9422,115.709,1421
24,96,88.0834,111.774,1547
24,97,79.434,123.126,1632
24,98,79.5678,8.24145,689
24,99,76.5985,8.12611,704
25,0,84.4453,114.696,1295
25,1,81.2318,12.6757,1277
25,2,82.4515,9.82584,1050
25,3,83.7638,20.1732,1538
25,4,77.9029,31.6257,987
25,5,77.7707,30.5368,1077
25,6,80.4371,43.9759,1526
25,7,85.5614,91.6188,561
25,8,77.827,90.1104,1163
25,9,83.3669,101.245,931
25,10,76.1434,112.077,1545
25,11,76.0027,108.257,1130
25,12,76.1689,121.334,1700
25,13,82.4726,117.921,1372
25,14,82.462,7.21973,856
25,15,82.5239,10.3997,1086
25,16,82.745,21.0456,1712
25,17,83.2583,18.7891,1393
25,18,80.4935,29.5344,1193
25,19,75.4314,27.9922,1499
25,20,77.8109,41.3849,1810
25,21,80.2514,39.6952,1677
25,22,81.3514,49.4038,1606
25,23,71.6285,49.6087,2037
25,24,75.2511,56.9831,1396
25,25,81.576,55.1388,989
25,26,72.4289,70.565,330
25,27,79.6635,73.6795,327
25,28,78.0835,81.7594,599
25,29,85.9326,84.0677,330
25,30,73.4488,89.0467,1383
25,31,77.1311,90.6522,1163
25,32,80.9531,99.4192,680
25,33,83.6485,107.977,982
25,34,84.2285,109.761,1243
25,35,75.8314,111.171,1421
25,36,76.3482,126,1804
25,37,84.8543,124.277,1483
25,38,88.0591,42.9532,849
25,39,79.7445,45.4725,1620
25,40,80.8937,58.4434,903
25,41,87.0516,52.7709,1654
25,42,80.728,63.4911,690
25,43,80.9878,68.1863,790
25,44,79.417,62.2035,467
25,45,73.5585,75.1358,620
25,46,88.438,72.3174,691
25,47,70.8204,86.4014,1151
25,48,79.4068,89.6359,1094
25,49,77.3644,97.5283,916
25,50,83.1614,98.8623,900
25,51,84.1228,108.034,1184
25,52,84.2848,108.012,1184
25,53,88.3291,123.926,1131
25,54,86.3641,120.213,1500
25,55,79.6946,5.66296,543
25,56,81.7971,7.70632,906
25,57,79.7255,14.0097,1370
25,58,73.6193,15.617,1352
25,59,76.0522,23.6843,1978
25,60,79.8136,25.1493,1692
25,61,81.1492,35.9106,1243
25,62,80.1976,35.5801,1299
25,63,76.4395,32.696,1179
25,64,84.692,45.6269,1318
25,65,75.1701,48.313,1829
25,66,80.8219,54.8107,1106
25,67,80.6622,54.035,1106
25,68,74.4096,69.0247,315
25,69,81.681,65.112,1060
25,70,82.3015,78.4412,312
25,71,81.5679,79.0756,330
25,72,74.6243,109.727,1090
25,73,79.6542,109.733,1154
25,74,82.1061,119.602,1662
25,75,80.0735,121.419,1638
25,76,88.7357,1.42351,564
25,77,86.8809,7.25411,537
25,78,83.7081,16.257,1354
25,79,82.3742,17.7124,1386
25,80,84.103,22.8625,1488
25,81,81.5432,30.3699,1020
25,82,83.1591,35.4612,1186
25,83,85.4127,39.6148,1497
25,84,74.4396,40.8783,2042
25,85,85.1646,48.3979,1560
25,86,86.753,47.7278,1412
25,87,77.0438,59.9536,858
25,88,78.924,60.1015,664
25,89,77.3475,69.5637,449
25,90,80.2944,71.1713,492
25,91,87.0151,82.3203,440
25,92,76.376,89.1421,1197
25,93,80.1353,91.4221,1169
25,94,83.303,106.503,946
25,95,77.8513,115.854,1363
25,96,89.743,111.746,1514
25,97,80.5023,123.179,1662
25,98,80.5457,8.26681,913
25,99,77.453,8.08284,528
26,0,85.6453,114.687,1421
26,1,82.0964,12.6922,1270
26,2,83.1466,9.75691,987
26,3,84.8389,20.0332,1554
26,4,78.438,31.5619,973
26,5,78.4291,30.4343,1092
26,6,81.3292,43.9626,1450
26,7,86.5899,91.8133,439
26,8,78.575,90.1756,1203
26,9,84.3868,101.29,1047
26,10,76.9123,112.073,1545
26,11,76.8103,108.073,1130
26,12,76.6739,121.212,1700
26,13,83.4378,117.785,1465
26,14,83.494,7.30198,778
26,15,83.5286,10.7818,1097
26,16,84.0958,21.0878,1567
26,17,84.3963,18.9863,1324
26,18,81.7064,29.5698,1211
26,19,76.171,28.0433,1350
26,20,78.7824,41.569,1742
26,21,81.2935,39.797,1629
26,22,82.4925,49.5297,1617
26,23,72.0698,49.6531,2000
26,24,76.0553,56.8024,1386
26,25,82.6825,54.7717,938
26,26,72.9655,70.5445,330
26,27,80.5874,73.8694,387
26,28,79.2532,81.6819,555
26,29,86.8168,84.27,332
26,30,74.0692,88.8872,1244
26,31,78.1111,90.6745,1203
26,32,81.6886,99.3392,738
26,33,84.7155,108.232,1184
26,34,85.1771,109.554,1329
26,35,76.4099,111.014,1489
26,36,76.9467,126,1804
26,37,86.1564,124.212,1222
26,38,89.6735,42.884,832
26,39,80.7062,45.5719,1546
26,40,81.8377,58.6956,827
26,41,88.3125,52.5,1591
26,42,81.6912,63.3678,757
26,43,82.3194,68.3554,909
26,44,80.3879,62.0276,483
26,45,74.4583,75.1085,543
26,46,89.5601,72.1981,717
26,47,71.2938,86.3795,1131
26,48,80.4108,89.8271,994
26,49,78.4393,97.5582,793
26,50,84.0074,98.9912,976
26,51,85.297,108.058,1271
26,52,85.7878,107.945,1199
26,53,89.6164,124.291,1278
26,54,87.8188,120.275,1416
26,55,80.4058,5.77935,576
26,56,82.8634,7.81023,856
26,57,80.8191,13.962,1394
26,58,74.2364,15.7528,1399
26,59,76.8245,23.7379,1978
26,60,80.7757,25.1461,1787
26,61,82.1634,35.8886,1221
26,62,81.2208,35.4881,1243
26,63,77.2254,32.467,1138
26,64,85.9543,45.5731,1269
26,65,75.5798,48.3623,1829
26,66,82.0904,54.6211,938
26,67,81.5653,53.919,1092
26,68,75.1173,68.9968,386
26,69,82.7853,64.8568,985
26,70,83.181,78.4023,313
26,71,82.4962,78.9495,312
26,72,75.1526,109.768,1173
26,73,80.6628,109.835,1128
26,74,82.9735,119.538,1662
26,75,81.3293,121.444,1658
26,76,90.1154,1.21668,718
26,77,88.0636,7.15849,357
26,78,84.713,16.2144,1252
26,79,83.4232,17.6767,1303
26,80,85.207,22.5263,1419
26,81,82.7086,30.5546,1081
26,82,84.1181,35.4085,1123
26,83,86.3511,39.7875,1575
26,84,74.9238,41.0381,2070
26,85,86.571,48.3647,1517
26,86,87.8208,47.7817,1397
26,87,78.0703,60.0669,664
26,88,79.8742,60.1915,621
26,89,78.1524,69.5491,512
26,90,80.9014,71.1975,492
26,91,88.5867,82.2699,515
26,92,77.145,89.0559,1129
26,93,80.9478,91.4519,1169
26,94,84.4159,106.674,1063
26,95,78.7133,116.001,1433
26,96,91.4719,111.716,1432
26,97,81.625,123.215,1708
26,98,81.4914,8.29889,1034
26,99,78.2095,8.02387,559
27,0,86.8606,114.659,1591
27,1,82.9301,12.7459,1270
27,2,83.7864,9.70941,987
27,3,86.0016,19.9382,1290
27,4,78.9813,31.4967,973
27,5,79.0329,30.3202,1105
27,6,82.2316,43.918,1386
27,7,87.6759,92.0223,579
27,8,79.4211,90.2512,1198
27,9,85.4442,101.358,1235
27,10,77.6734,112.033,1497
27,11,77.6419,107.869,1050
27,12,77.1482,121.074,1701
27,13,84.4477,117.684,1545
27,14,84.5545,7.33557,710
27,15,84.6006,11.1779,1064
27,16,85.3751,21.108,1454
27,17,85.4747,19.2234,1315
27,18,82.9077,29.5969,1228
27,19,76.8903,28.1276,1350
27,20,79.7105,41.7024,1674
27,21,82.3678,39.9308,1584
27,22,83.6526,49.7055,1609
27,23,72.5782,49.7257,2000
27,24,76.8217,56.6407,1386
27,25,83.8205,54.4416,1044
27,26,73.5229,70.5498,310
27,27,81.4782,74.0713,414
27,28,80.451,81.607,425
27,29,87.7371,84.4524,355
27,30,74.6059,88.7464,1244
27,31,79.0132,90.6919,1198
27,32,82.3313,99.2521,832
27,33,85.8408,108.468,1271
27,34,86.2244,109.357,1387
27,35,77.0746,110.849,1392
27,36,77.5202,126,1747
27,37,87.4565,124.152,1180
27,38,91.3398,42.7682,809
27,39,81.6696,45.6266,1479
27,40,82.6952,58.9162,793
27,41,89.5076,52.2266,1581
27,42,82.6265,63.2027,756
27,43,83.6691,68.5058,965
27,44,81.3275,61.8765,484
27,45,75.2722,75.0657,431
27,46,90.7194,72.1142,732
27,47,71.7981,86.3765,1131
27,48,81.4512,89.9764,871
27,49,79.5457,97.6045,695
27,50,84.8597,99.1452,986
27,51,86.5104,108.061,1360
27,52,87.2511,107.865,1494
27,53,90.8098,124.663,1122
27,54,89.3065,120.327,1209
27,55,81.1528,5.88608,587
27,56,83.9034,7.95485,778
27,57,81.8585,13.8777,1396
27,58,74.8442,15.882,1399
27,59,77.6151,23.8191,1920
27,60,81.6877,25.1064,1790
27,61,83.212,35.8892,1186
27,62,82.231,35.3609,1221
27,63,78.0085,32.2002,953
27,64,87.2054,45.4739,1168
27,65,76.0892,48.4114,1828
27,66,83.3605,54.4803,1044
27,67,82.4392,53.8372,1082
27,68,75.8992,68.9474,386
27,69,83.9946,64.6379,969
27,70,84.0267,78.3899,380
27,71,83.4095,78.7986,313
27,72,75.5951,109.82,1173
27,73,81.6356,109.902,1058
27,74,83.86,119.516,1668
27,75,82.6376,121.464,1703
27,76,91.5012,0.94772,698
27,77,89.2146,7.05259,357
27,78,85.7877,16.1377,1165
27,79,84.5687,17.5828,1226
27,80,86.2834,22.1511,1347
27,81,83.8985,30.7778,1051
27,82,85.0472,35.3277,1077
27,83,87.2935,39.9563,1576
27,84,75.5049,41.2208,1956
27,85,88.0118,48.3951,1501
27,86,88.8749,47.8764,1398
27,87,79.1114,60.1772,621
27,88,80.9204,60.2849,572
27,89,78.9208,69.5731,512
27,90,81.4242,71.2151,560
27,91,90.0977,82.2386,644
27,92,78.0071,88.9899,931
27,93,81.8062,91.5182,1051
27,94,85.4525,106.855,1232
27,95,79.5537,116.136,1374
27,96,93.2721,111.684,1322
27,97,82.7234,123.258,1694
27,98,82.4681,8.32152,1033
27,99,78.9336,7.93113,648
28,0,88.011,114.629,1754
28,1,83.8215,12.7968,1193
28,2,84.4503,9.64268,903
28,3,87.1154,19.903,1317
28,4,79.436,31.422,964
28,5,79.654,30.2335,1105
28,6,83.107,43.916,1331
28,7,88.6739,92.2152,500
28,8,80.2577,90.3137,1089
28,9,86.408,101.418,1262
28,10,78.5225,111.949,1345
28,11,78.4961,107.632,997
28,12,77.6867,120.902,1545
28,13,85.4349,117.628,1593
28,14,85.5255,7.32964,627
28,15,85.7215,11.6157,965
28,16,86.7533,21.1295,1381
28,17,86.6238,19.4529,1290
28,18,84.0265,29.6447,1190
28,19,77.6938,28.2039,1344
28,20,80.6049,41.7941,1590
28,21,83.5169,40.0873,1642
28,22,84.7932,49.9011,1650
28,23,73.1016,49.7894,1902
28,24,77.5296,56.5123,1391
28,25,84.9461,54.1028,1126
28,26,74.0984,70.5827,320
28,27,82.3097,74.251,467
28,28,81.7457,81.5595,332
28,29,88.7052,84.6945,445
28,30,75.1724,88.6007,1226
28,31,79.9175,90.7128,1198
28,32,82.9104,99.1876,832
28,33,86.9114,108.719,1360
28,34,87.3073,109.12,1468
28,35,77.8358,110.666,1392
28,36,78.115,126,1687
28,37,88.8476,124.035,1232
28,38,92.9547,42.6826,808
28,39,82.6107,45.6839,1422
28,40,83.5982,59.109,628
28,41,90.7306,51.8996,1676
28,42,83.6068,63.0341,767
28,43,85.0328,68.6872,1123
28,44,82.1724,61.7149,485
28,45,76.0437,75.0124,330
28,46,91.9736,72.0203,834
28,47,72.3226,86.393,1119
28,48,82.5048,90.1068,848
28,49,80.6413,97.6602,648
28,50,85.7044,99.3196,1074
28,51,87.7424,108.034,1495
28,52,88.7251,107.825,1505
28,53,92.0533,125.091,1393
28,54,90.8273,120.373,1093
28,55,81.8582,6.01299,750
28,56,85.0408,8.07163,730
28,57,82.9101,13.8246,1364
28,58,75.462,16.024,1487
28,59,78.3119,23.9032,1892
28,60,82.6336,25.111,1770
28,61,84.1787,35.8554,1123
28,62,83.1762,35.2818,1186
28,63,78.8612,31.9317,973
28,64,88.4425,45.3511,1192
28,65,76.6265,48.4511,1828
28,66,84.6527,54.3789,1126
28,67,83.2726,53.744,1164
28,68,76.5898,68.8894,459
28,69,85.152,64.4515,877
28,70,84.8991,78.3772,380
28,71,84.4006,78.6826,380
28,72,76.0163,109.881,1272
28,73,82.6547,109.978,1163
28,74,84.8234,119.492,1707
28,75,84.0185,121.507,1653
28,76,92.8161,0.734822,798
28,77,90.3451,6.97943,470
28,78,86.8213,16.1114,1010
28,79,85.7358,17.4719,1120
28,80,87.4063,21.7811,1298
28,81,85.1515,30.9713,1045
28,82,85.9414,35.2282,1077
28,83,88.3001,40.1521,1237
28,84,76.0866,41.418,1881
28,85,89.3623,48.4119,1533
28,86,89.911,47.9841,1431
28,87,80.1738,60.2654,572
28,88,82.0406,60.3744,545
28,89,79.6386,69.5957,585
28,90,82.0138,71.2136,614
28,91,91.6368,82.1764,708
28,92,78.8299,88.9437,931
28,93,82.6097,91.6183,947
28,94,86.52,107.053,1389
28,95,80.4362,116.319,1351
28,96,95.169,111.724,1189
28,97,83.7528,123.303,1654
28,98,83.3803,8.3421,875
28,99,79.7562,7.82424,787
29,0,89.1677,114.641,1589
29,1,84.711,12.8333,1132
29,2,85.0916,9.57745,834
29,3,88.1795,19.8633,1314
29,4,79.8319,31.3457,964
29,5,80.347,30.1384,1071
29,6,84.0465,43.9236,1272
29,7,89.7112,92.3977,402
29,8,81.0051,90.3634,963
29,9,87.3754,101.507,1111
29,10,79.2973,111.871,1331
29,11,79.2979,107.387,871
29,12,78.2768,120.72,1484
29,13,86.3872,117.547,1599
29,14,86.4119,7.28301,537
29,15,86.7515,12.0365,1055
29,16,88.079,21.1998,1223
29,17,87.8025,19.6642,1317
29,18,85.1831,29.6845,1217
29,19,78.51,28.2803,1380
29,20,81.5785,41.9293,1514
29,21,84.6672,40.2838,1629
29,22,85.909,50.0973,1821
29,23,73.6377,49.8524,1902
29,24,78.1972,56.3699,1346
29,25,86.0577,53.7896,1436
29,26,74.6809,70.6438,320
29,27,83.0764,74.4375,520
29,28,83.0309,81.476,324
29,29,89.7574,85.0077,509
29,30,75.8179,88.4322,1226
29,31,80.8123,90.6991,1089
29,32,83.4531,99.1527,925
29,33,87.9444,108.976,1495
29,34,88.4404,108.917,1546
29,35,78.6061,110.447,1298
29,36,78.6898,126,1687
29,37,90.2881,123.874,1023
29,38,94.6117,42.5962,938
29,39,83.5611,45.7436,1366
29,40,84.4484,59.3271,597
29,41,91.8643,51.5604,1674
29,42,84.5046,62.8697,606
29,43,86.41,68.9279,1155
29,44,83.0439,61.5727,502
29,45,76.8644,74.9612,330
29,46,93.2426,71.9635,1023
29,47,72.7706,86.4232,1119
29,48,83.5511,90.2691,746
29,49,81.7857,97.7451,634
29,50,86.4663,99.4954,1156
29,51,88.8874,107.957,1505
29,52,90.2388,107.816,1403
29,53,93.2227,125.442,1569
29,54,92.3741,120.346,846
29,55,82.5162,6.12379,700
29,56,86.1548,8.15304,687
29,57,83.9246,13.7606,1338
29,58,76.085,16.1543,1494
29,59,79.0775,23.9867,1856
29,60,83.557,25.0741,1726
29,61,85.2395,35.8475,1077
29,62,84.2029,35.1763,1123
29,63,79.7787,31.6923,964
29,64,89.5843,45.2285,1208
29,65,77.0746,48.4805,1809
29,66,85.8698,54.3444,1161
29,67,84.1765,53.6143,1261
29,68,77.2962,68.8187,532
29,69,86.3574,64.1952,833
29,70,85.7969,78.3995,450
29,71,85.3866,78.5176,450
29,72,76.5053,109.95,1272
29,73,83.6653,110.041,1277
29,74,85.7744,119.465,1711
29,75,85.4721,121.51,1582
29,76,94.1033,0.464354,977
29,77,91.3871,6.94808,536
29,78,87.9431,16.0928,897
29,79,86.8425,17.3846,1111
29,80,88.6126,21.4032,1223
29,81,86.4304,31.1284,897
29,82,86.7671,35.1261,1029
29,83,89.2918,40.3425,1134
29,84,76.7497,41.6527,1881
29,85,90.7916,48.479,1588
29,86,90.888,48.0848,1588
29,87,81.3256,60.3296,548
29,88,83.1101,60.4801,563
29,89,80.4546,69.6394,663
29,90,82.6294,71.2243,614
